scenario_name,scenario_family,case_id,case_label,case_value,baseline,baseline_category,delta_accuracy,delta_accuracy_std,delta_ece,delta_ece_std,delta_log_loss,delta_log_loss_std,effective_sample_size,effective_sample_size_std,subgroup_abstention_gap,subgroup_abstention_gap_std,target_accuracy,target_accuracy_std,target_coverage,target_coverage_std,target_ece,target_ece_std,target_risk_reduction,target_risk_reduction_std,target_selective_ece,target_selective_ece_std,target_selective_risk,target_selective_risk_std,n_runs,experiment_name,concentrated_failures,concentrated_failures_std,masked_accuracy_drop,masked_accuracy_drop_std,masked_calibration_drift,masked_calibration_drift_std,worst_group_accuracy_gap,worst_group_accuracy_gap_std,worst_group_ece_gap,worst_group_ece_gap_std
paper_covariate_shift,covariate_shift_sweep,severity_0_20,severity=0.20,0.2,confidence_abstention,selective,,,,,,,,,,,,,0.8340909090909091,0.03535533905932741,,,0.051564872913187565,0.016566073716110057,0.07618333641970812,0.00808724233970531,0.18479876345044882,0.02299431718144235,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_0_20,severity=0.20,0.2,raw_model,reliability,0.020454545454545447,0.03535533905932749,0.005249503936745548,0.012785352161037954,0.013542635163774575,0.00384795473424169,,,,,0.7704545454545455,0.016070608663330727,,,0.07500782991163624,0.0003888494863696793,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_0_20,severity=0.20,0.2,recalibration_only,reliability,0.03636363636363632,0.08356716504931933,-0.06816688695170468,0.020360372615577077,-0.015121561462422634,0.09967123636824332,,,,,0.7636363636363637,0.006428243465332331,,,0.06394629576857619,0.0076285707825090344,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_0_20,severity=0.20,0.2,weighting_only,reliability,0.020454545454545447,0.03535533905932749,0.005249503936745548,0.012785352161037954,0.013542635163774575,0.00384795473424169,179.79852276975666,3.301649007705963,,,0.7704545454545455,0.016070608663330727,,,0.07500782991163624,0.0003888494863696793,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_0_80,severity=0.80,0.8,confidence_abstention,selective,,,,,,,,,,,,,0.8454545454545455,0.006428243465332213,,,0.025209567856626702,0.013341926620017958,0.06736464074951475,0.0027533690702693917,0.20433588668882785,0.009156925508644945,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_0_80,severity=0.80,0.8,raw_model,reliability,0.013636363636363613,7.850462293418876e-17,-0.0002466864710711468,0.0029916767775008076,0.0035877483201599003,0.005807822125219509,,,,,0.7636363636363637,0.01928473039599668,,,0.06951163950381953,0.009404825897167478,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_0_80,severity=0.80,0.8,recalibration_only,reliability,0.043181818181818155,0.054640069455324125,-0.06124173330537108,0.007214013626251487,-0.024879068933971238,0.10234192719128286,,,,,0.7704545454545455,0.02249885212866286,,,0.07087144941490978,0.005517788206816546,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_0_80,severity=0.80,0.8,weighting_only,reliability,0.013636363636363613,7.850462293418876e-17,-0.0002466864710711468,0.0029916767775008076,0.0035877483201599003,0.005807822125219509,108.76311257487669,0.7227104286895443,,,0.7636363636363637,0.01928473039599668,,,0.06951163950381953,0.009404825897167478,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_1_40,severity=1.40,1.4,confidence_abstention,selective,,,,,,,,,,,,,0.8477272727272727,0.02249885212866294,,,0.03457787538891938,0.012361011161694406,0.05010076214595292,0.009684296478311687,0.19269485188380786,0.02521749809235891,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_1_40,severity=1.40,1.4,raw_model,reliability,0.025000000000000022,0.028927095593995193,-0.0057973564052863115,0.00038631747707594256,-0.006049998196803796,0.038023323312133255,,,,,0.775,0.009642365197998399,,,0.06396096956960437,0.012010185197592338,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_1_40,severity=1.40,1.4,recalibration_only,reliability,0.04545454545454547,0.08999540851465154,-0.07481805709483895,0.013282207524185432,-0.028659522275325255,0.12392491937010944,,,,,0.7727272727272727,0.012856486930664466,,,0.05729512562544192,0.0005504056911173957,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_covariate_shift,covariate_shift_sweep,severity_1_40,severity=1.40,1.4,weighting_only,reliability,0.025000000000000022,0.028927095593995193,-0.0057973564052863115,0.00038631747707594256,-0.006049998196803796,0.038023323312133255,60.86580907583871,5.745430951348164,,,0.775,0.009642365197998399,,,0.06396096956960437,0.012010185197592338,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_subgroup_failures,subgroup_degradation,masked_subgroup_shift,masked subgroup shift,masked subgroup shift,raw_model,reliability,-0.0019230769230769718,0.03535533905932733,0.024420957619541543,0.003600485516363742,0.020047705881182792,0.07486059176157718,,,,,0.725,0.008158924398306289,,,0.07934652249156451,0.021329682583419392,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_subgroup_failures,subgroup_degradation,masked_subgroup_shift,masked subgroup shift,masked subgroup shift,subgroup_audit,audit,-0.0019230769230769718,0.03535533905932733,0.024420957619541543,0.003600485516363742,0.020047705881182792,0.07486059176157718,,,,,0.725,0.008158924398306289,,,0.07934652249156451,0.021329682583419392,,,,,,,2,paper_publication_suite,1.0,0.0,0.5,0.7071067811865476,0.0,0.0,0.13732876712328768,0.02559443407139925,0.18189661027767534,0.04986132290778277
paper_subgroup_failures,subgroup_degradation,masked_subgroup_shift,masked subgroup shift,masked subgroup shift,weighted_confidence_abstention,selective,,,,,,,,,0.01738851883907061,0.012094346661869353,,,0.8,0.09246780984747158,,,0.02137714234572874,0.0014640815664519586,0.09534246590310361,0.019645584755724803,0.23439208842350207,0.02050157182916671,2,paper_publication_suite,,,,,,,,,,
paper_subgroup_failures,subgroup_degradation,minority_subgroup_degradation,minority subgroup degradation,minority subgroup degradation,raw_model,reliability,-0.025000000000000022,0.008158924398306289,0.02909604044640611,0.029642608940679608,0.03382118503571194,0.052120507364782805,,,,,0.7019230769230769,0.019037490262714712,,,0.08402160531842909,0.011913411873623953,,,,,,,2,paper_publication_suite,,,,,,,,,,
paper_subgroup_failures,subgroup_degradation,minority_subgroup_degradation,minority subgroup degradation,minority subgroup degradation,subgroup_audit,audit,-0.025000000000000022,0.008158924398306289,0.02909604044640611,0.029642608940679608,0.03382118503571194,0.052120507364782805,,,,,0.7019230769230769,0.019037490262714712,,,0.08402160531842909,0.011913411873623953,,,,,,,2,paper_publication_suite,1.0,0.0,0.5,0.7071067811865476,0.5,0.7071067811865476,0.1396279949558638,0.034285316187418306,0.21673722223413616,0.013936485821092172
paper_subgroup_failures,subgroup_degradation,minority_subgroup_degradation,minority subgroup degradation,minority subgroup degradation,weighted_confidence_abstention,selective,,,,,,,,,0.01738851883907061,0.012094346661869353,,,0.8,0.09246780984747158,,,0.02712332751599761,0.008744303887810567,0.0865357322840545,0.021541285593227318,0.24787667248400236,0.0048539034426999935,2,paper_publication_suite,,,,,,,,,,
paper_selective_shift,selective_shift,severity_0_40,severity=0.40,0.4,confidence_abstention,selective,,,,,,,,,,,,,0.7204545454545455,0.01607060866333061,,,0.07348195282977887,0.009473443367805687,0.07100460693477356,0.03271605517621614,0.192427138079312,0.0001689218301927109,2,paper_publication_suite,,,,,,,,,,
paper_selective_shift,selective_shift,severity_0_40,severity=0.40,0.4,recalibrated_confidence_abstention,selective,,,,,,,,,,,,,0.7068181818181818,0.003214121732666067,,,0.07943266411008343,0.017889019966178952,0.0918072564196481,0.004126535439788881,0.18647642679900744,0.008246654768180555,2,paper_publication_suite,,,,,,,,,,
paper_selective_shift,selective_shift,severity_0_40,severity=0.40,0.4,weighted_confidence_abstention,selective,,,,,,,,,,,,,0.7068181818181818,0.003214121732666067,,,0.07943266411008343,0.017889019966178952,0.06959657076382894,0.030724791326954392,0.18647642679900744,0.008246654768180555,2,paper_publication_suite,,,,,,,,,,
paper_selective_shift,selective_shift,severity_1_00,severity=1.00,1.0,confidence_abstention,selective,,,,,,,,,,,,,0.7318181818181818,0.07071067811865482,,,0.05485200845665961,0.03514604741161883,0.09545639130114375,0.0013479527782502424,0.15651162790697676,0.08978611686694296,2,paper_publication_suite,,,,,,,,,,
paper_selective_shift,selective_shift,severity_1_00,severity=1.00,1.0,recalibrated_confidence_abstention,selective,,,,,,,,,,,,,0.759090909090909,0.012856486930664544,,,0.06085260892953204,0.04106088059660451,0.11301368747888552,0.03441173292491639,0.15051102743410433,0.09570095005192863,2,paper_publication_suite,,,,,,,,,,
paper_selective_shift,selective_shift,severity_1_00,severity=1.00,1.0,weighted_confidence_abstention,selective,,,,,,,,,,,,,0.759090909090909,0.012856486930664544,,,0.06085260892953204,0.04106088059660451,0.08401881303936909,0.016254782960139803,0.15051102743410433,0.09570095005192863,2,paper_publication_suite,,,,,,,,,,
